"Codigo de via";"Clase de la via";"Particula de la via";"Nombre de la via";"Tipo de tramo ";"Nombre de la aproximacion";"Numero inicial del tramo";"Calificador del numero inicial del tramo";"Numero final del tramo";"Calificador del numero final del tramo";"Codigo postal";"Seccion de carteria"
"00353200";"PASEO                   ";"DE    ";"LA HABANA                                       ";"par  ";"NUM";"000176";"  ";"009998";"  ";"28036";"N/D"
"00353300";"CALLE                   ";"DEL   ";"HACHERO                                         ";"impar";"NUM";"000001";"  ";"009999";"  ";"28053";"N/D"
"00353300";"CALLE                   ";"DEL   ";"HACHERO                                         ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28053";"N/D"
"00353400";"CALLE                   ";"DE LA ";"HACIENDA                                        ";"impar";"NUM";"000001";"  ";"009999";"  ";"28019";"N/D"
"00353400";"CALLE                   ";"DE LA ";"HACIENDA                                        ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28019";"N/D"
"00353500";"CALLE                   ";"DE LA ";"HACIENDA DE PAVONES                             ";"impar";"NUM";"000001";"  ";"000055";"  ";"28030";"N/D"
"00353500";"CALLE                   ";"DE LA ";"HACIENDA DE PAVONES                             ";"impar";"NUM";"000057";"  ";"000103";"  ";"28030";"N/D"
"00353500";"CALLE                   ";"DE LA ";"HACIENDA DE PAVONES                             ";"impar";"NUM";"000105";"  ";"000187";"  ";"28030";"N/D"
"00353500";"CALLE                   ";"DE LA ";"HACIENDA DE PAVONES                             ";"impar";"NUM";"000189";"  ";"000207";"  ";"28030";"N/D"
"00353500";"CALLE                   ";"DE LA ";"HACIENDA DE PAVONES                             ";"impar";"NUM";"000209";"  ";"000257";"  ";"28030";"N/D"
"00353500";"CALLE                   ";"DE LA ";"HACIENDA DE PAVONES                             ";"impar";"NUM";"000259";"  ";"009999";"  ";"28030";"N/D"
"00353500";"CALLE                   ";"DE LA ";"HACIENDA DE PAVONES                             ";"par  ";"NUM";"000002";"  ";"000010";"  ";"28030";"N/D"
"00353500";"CALLE                   ";"DE LA ";"HACIENDA DE PAVONES                             ";"par  ";"NUM";"000012";"  ";"000124";"  ";"28030";"N/D"
"00353500";"CALLE                   ";"DE LA ";"HACIENDA DE PAVONES                             ";"par  ";"NUM";"000126";"  ";"000202";"  ";"28030";"N/D"
"00353500";"CALLE                   ";"DE LA ";"HACIENDA DE PAVONES                             ";"par  ";"NUM";"000204";"  ";"000336";"  ";"28030";"N/D"
"00353500";"CALLE                   ";"DE LA ";"HACIENDA DE PAVONES                             ";"par  ";"NUM";"000338";"  ";"000354";"  ";"28030";"N/D"
"00353500";"CALLE                   ";"DE LA ";"HACIENDA DE PAVONES                             ";"par  ";"NUM";"000356";"  ";"009998";"  ";"28030";"N/D"
"00353600";"CALLE                   ";"DEL   ";"HALCON                                          ";"impar";"NUM";"000001";"  ";"000025";"  ";"28025";"N/D"
"00353600";"CALLE                   ";"DEL   ";"HALCON                                          ";"impar";"NUM";"000027";"  ";"009999";"  ";"28025";"N/D"
"00353600";"CALLE                   ";"DEL   ";"HALCON                                          ";"par  ";"NUM";"000002";"  ";"000024";"  ";"28025";"N/D"
"00353600";"CALLE                   ";"DEL   ";"HALCON                                          ";"par  ";"NUM";"000026";"  ";"009998";"  ";"28025";"N/D"
"00353800";"CALLE                   ";"DE    ";"HARO                                            ";"impar";"NUM";"000001";"  ";"000013";"  ";"28043";"N/D"
"00353800";"CALLE                   ";"DE    ";"HARO                                            ";"impar";"NUM";"000015";"  ";"009999";"  ";"28043";"N/D"
"00353800";"CALLE                   ";"DE    ";"HARO                                            ";"par  ";"NUM";"000002";"  ";"000012";"  ";"28043";"N/D"
"00353800";"CALLE                   ";"DE    ";"HARO                                            ";"par  ";"NUM";"000014";"  ";"009998";"  ";"28043";"N/D"
"00353900";"CALLE                   ";"DE    ";"HARTZENBUSCH                                    ";"impar";"NUM";"000001";"  ";"009999";"  ";"28010";"N/D"
"00353900";"CALLE                   ";"DE    ";"HARTZENBUSCH                                    ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28010";"N/D"
"00354350";"CALLE                   ";"DE    ";"HELENA DE TROYA                                 ";"impar";"NUM";"000001";"  ";"009999";"  ";"28032";"N/D"
"00354350";"CALLE                   ";"DE    ";"HELENA DE TROYA                                 ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28032";"N/D"
"00354500";"CALLE                   ";"DEL   ";"HELIOFILO                                       ";"impar";"NUM";"000001";"  ";"009999";"  ";"28021";"N/D"
"00354500";"CALLE                   ";"DEL   ";"HELIOFILO                                       ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28021";"N/D"
"00354600";"CALLE                   ";"DEL   ";"HELIOTROPO                                      ";"impar";"NUM";"000001";"  ";"009999";"  ";"28029";"N/D"
"00354600";"CALLE                   ";"DEL   ";"HELIOTROPO                                      ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28029";"N/D"
"00354700";"AVENIDA                 ";"DE    ";"HELLIN                                          ";"impar";"NUM";"000001";"  ";"000021";"  ";"28037";"N/D"
"00354700";"AVENIDA                 ";"DE    ";"HELLIN                                          ";"impar";"NUM";"000023";"  ";"009999";"  ";"28037";"N/D"
"00354700";"AVENIDA                 ";"DE    ";"HELLIN                                          ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28037";"N/D"
"00354800";"CALLE                   ";"DEL   ";"HENARES                                         ";"impar";"NUM";"000001";"  ";"009999";"  ";"28002";"N/D"
"00354800";"CALLE                   ";"DEL   ";"HENARES                                         ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28002";"N/D"
"00354900";"CALLE                   ";"DE    ";"HENRI DUNANT                                    ";"impar";"NUM";"000001";"  ";"009999";"  ";"28036";"N/D"
"00354900";"CALLE                   ";"DE    ";"HENRI DUNANT                                    ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28036";"N/D"
"00355051";"CALLE                   ";"DEL   ";"TE                                              ";"impar";"NUM";"000001";"  ";"009999";"  ";"28023";"N/D"
"00355051";"CALLE                   ";"DEL   ";"TE                                              ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28023";"N/D"
"00355100";"CALLE                   ";"DE LOS";"HERBOLARIOS                                     ";"impar";"NUM";"000001";"  ";"009999";"  ";"28037";"N/D"
"00355100";"CALLE                   ";"DE LOS";"HERBOLARIOS                                     ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28037";"N/D"
"00355200";"CALLE                   ";"DE    ";"HERCE                                           ";"impar";"NUM";"000001";"  ";"009999";"  ";"28032";"N/D"
"00355200";"CALLE                   ";"DE    ";"HERCE                                           ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28032";"N/D"
"00355300";"CALLE                   ";"DE    ";"HERCULES                                        ";"impar";"NUM";"000001";"  ";"009999";"  ";"28025";"N/D"
"00355300";"CALLE                   ";"DE    ";"HERCULES                                        ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28025";"N/D"
"00355500";"CALLE                   ";"DE    ";"CONSUELO RUBIO                                  ";"impar";"NUM";"000001";"  ";"009999";"  ";"28037";"N/D"
"00355500";"CALLE                   ";"DE    ";"CONSUELO RUBIO                                  ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28037";"N/D"
"00355600";"CALLE                   ";"DE LA ";"HERMANDAD                                       ";"impar";"NUM";"000001";"  ";"000013";"  ";"28025";"N/D"
"00355600";"CALLE                   ";"DE LA ";"HERMANDAD                                       ";"impar";"NUM";"000015";"  ";"009999";"  ";"28025";"N/D"
"00355600";"CALLE                   ";"DE LA ";"HERMANDAD                                       ";"par  ";"NUM";"000002";"  ";"000010";"  ";"28025";"N/D"
"00355600";"CALLE                   ";"DE LA ";"HERMANDAD                                       ";"par  ";"NUM";"000012";"  ";"009998";"  ";"28025";"N/D"
"00355650";"CALLE                   ";"DE LA ";"HERMANDAD DE DONANTES DE SANGRE                 ";"impar";"NUM";"000001";"  ";"000005";"  ";"28041";"N/D"
"00355650";"CALLE                   ";"DE LA ";"HERMANDAD DE DONANTES DE SANGRE                 ";"impar";"NUM";"000007";"  ";"009999";"  ";"28041";"N/D"
"00355650";"CALLE                   ";"DE LA ";"HERMANDAD DE DONANTES DE SANGRE                 ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28041";"N/D"
"00355700";"CALLE                   ";"DEL   ";"HERMANO GARATE                                  ";"impar";"NUM";"000001";"  ";"009999";"  ";"28020";"N/D"
"00355700";"CALLE                   ";"DEL   ";"HERMANO GARATE                                  ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28020";"N/D"
"00355800";"CALLE                   ";"DE LAS";"HERMANAS ALONSO BARCELO                         ";"impar";"NUM";"000001";"  ";"009999";"  ";"28025";"N/D"
"00355800";"CALLE                   ";"DE LAS";"HERMANAS ALONSO BARCELO                         ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28025";"N/D"
"00355900";"CALLE                   ";"DE LOS";"HERMANOS ALVAREZ QUINTERO                       ";"impar";"NUM";"000001";"  ";"009999";"  ";"28004";"N/D"
"00355900";"CALLE                   ";"DE LOS";"HERMANOS ALVAREZ QUINTERO                       ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28004";"N/D"
"00356000";"CALLE                   ";"DE LOS";"HERMANOS DE ANDRES                              ";"impar";"NUM";"000001";"  ";"009999";"  ";"28029";"N/D"
"00356000";"CALLE                   ";"DE LOS";"HERMANOS DE ANDRES                              ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28029";"N/D"
"00356200";"CALLE                   ";"DE LOS";"HERMANOS BECQUER                                ";"impar";"NUM";"000001";"  ";"009999";"  ";"28006";"N/D"
"00356200";"CALLE                   ";"DE LOS";"HERMANOS BECQUER                                ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28006";"N/D"
"00356500";"CALLE                   ";"DE LOS";"HERMANOS CARPI                                  ";"impar";"NUM";"000001";"  ";"009999";"  ";"28038";"N/D"
"00356500";"CALLE                   ";"DE LOS";"HERMANOS CARPI                                  ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28038";"N/D"
"00356700";"PLAZA                   ";"      ";"MAYOR DE BARAJAS                                ";"impar";"NUM";"000001";"  ";"009999";"  ";"28042";"N/D"
"00356700";"PLAZA                   ";"      ";"MAYOR DE BARAJAS                                ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28042";"N/D"
"00356800";"CALLE                   ";"DE LOS";"HERMANOS GARCIA                                 ";"impar";"NUM";"000001";"  ";"009999";"  ";"28018";"N/D"
"00356800";"CALLE                   ";"DE LOS";"HERMANOS GARCIA                                 ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28018";"N/D"
"00357000";"CALLE                   ";"DE LOS";"HERMANOS GARCIA NOBLEJAS                        ";"impar";"NUM";"000001";"  ";"000079";"  ";"28037";"N/D"
"00357000";"CALLE                   ";"DE LOS";"HERMANOS GARCIA NOBLEJAS                        ";"impar";"NUM";"000081";"  ";"009999";"  ";"28037";"N/D"
"00357000";"CALLE                   ";"DE LOS";"HERMANOS GARCIA NOBLEJAS                        ";"par  ";"NUM";"000002";"  ";"000156";"  ";"28037";"N/D"
"00357000";"CALLE                   ";"DE LOS";"HERMANOS GARCIA NOBLEJAS                        ";"par  ";"NUM";"000158";"  ";"009998";"  ";"28037";"N/D"
"00357150";"CALLE                   ";"DE LOS";"HERMANOS GASCON                                 ";"impar";"NUM";"000001";"  ";"009999";"  ";"28055";"N/D"
"00357150";"CALLE                   ";"DE LOS";"HERMANOS GASCON                                 ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28055";"N/D"
"00357200";"CALLE                   ";"DE LOS";"HERMANOS GOMEZ                                  ";"impar";"NUM";"000001";"  ";"000037";"  ";"28017";"N/D"
"00357200";"CALLE                   ";"DE LOS";"HERMANOS GOMEZ                                  ";"impar";"NUM";"000039";"  ";"000045";"  ";"28017";"N/D"
"00357200";"CALLE                   ";"DE LOS";"HERMANOS GOMEZ                                  ";"impar";"NUM";"000047";"  ";"000067";"  ";"28017";"N/D"
"00357200";"CALLE                   ";"DE LOS";"HERMANOS GOMEZ                                  ";"impar";"NUM";"000069";"  ";"009999";"  ";"28017";"N/D"
"00357200";"CALLE                   ";"DE LOS";"HERMANOS GOMEZ                                  ";"par  ";"NUM";"000002";"  ";"000028";"  ";"28017";"N/D"
"00357200";"CALLE                   ";"DE LOS";"HERMANOS GOMEZ                                  ";"par  ";"NUM";"000030";"  ";"000036";"  ";"28017";"N/D"
"00357200";"CALLE                   ";"DE LOS";"HERMANOS GOMEZ                                  ";"par  ";"NUM";"000038";"  ";"000050";"  ";"28017";"N/D"
"00357200";"CALLE                   ";"DE LOS";"HERMANOS GOMEZ                                  ";"par  ";"NUM";"000052";"  ";"009998";"  ";"28017";"N/D"
"00357350";"AVENIDA                 ";"DE LOS";"HERMANOS GRANDA                                 ";"impar";"NUM";"000001";"  ";"009999";"  ";"28022";"N/D"
"00357350";"AVENIDA                 ";"DE LOS";"HERMANOS GRANDA                                 ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28022";"N/D"
"00357500";"CALLE                   ";"DE LOS";"HERMANOS MACHADO                                ";"impar";"NUM";"000001";"  ";"000039";"  ";"28017";"N/D"
"00357500";"CALLE                   ";"DE LOS";"HERMANOS MACHADO                                ";"impar";"NUM";"000041";"  ";"009999";"  ";"28017";"N/D"
"00357500";"CALLE                   ";"DE LOS";"HERMANOS MACHADO                                ";"par  ";"NUM";"000002";"  ";"000046";"  ";"28017";"N/D"
"00357500";"CALLE                   ";"DE LOS";"HERMANOS MACHADO                                ";"par  ";"NUM";"000048";"  ";"009998";"  ";"28017";"N/D"
"00358100";"CALLE                   ";"DE LOS";"HERMANOS DEL MORAL                              ";"impar";"NUM";"000001";"  ";"000045";"  ";"28019";"N/D"
"00358100";"CALLE                   ";"DE LOS";"HERMANOS DEL MORAL                              ";"impar";"NUM";"000047";"  ";"009999";"  ";"28019";"N/D"
"00358100";"CALLE                   ";"DE LOS";"HERMANOS DEL MORAL                              ";"par  ";"NUM";"000002";"  ";"000038";"  ";"28019";"N/D"
"00358100";"CALLE                   ";"DE LOS";"HERMANOS DEL MORAL                              ";"par  ";"NUM";"000040";"  ";"009998";"  ";"28019";"N/D"
"00358300";"CALLE                   ";"DE LOS";"HERMANOS DE PABLO                               ";"impar";"NUM";"000001";"  ";"000025";"  ";"28027";"N/D"
"00358300";"CALLE                   ";"DE LOS";"HERMANOS DE PABLO                               ";"impar";"NUM";"000027";"  ";"009999";"  ";"28027";"N/D"
"00358300";"CALLE                   ";"DE LOS";"HERMANOS DE PABLO                               ";"par  ";"NUM";"000002";"  ";"000028";"  ";"28027";"N/D"
"00358300";"CALLE                   ";"DE LOS";"HERMANOS DE PABLO                               ";"par  ";"NUM";"000030";"  ";"009998";"  ";"28027";"N/D"
"00358500";"CALLE                   ";"DE LOS";"HERMANOS PINZON                                 ";"impar";"NUM";"000001";"  ";"009999";"  ";"28036";"N/D"
"00358500";"CALLE                   ";"DE LOS";"HERMANOS PINZON                                 ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28036";"N/D"
"00358600";"CALLE                   ";"DE LOS";"HERMANOS ROLDAN                                 ";"impar";"NUM";"000001";"  ";"009999";"  ";"28027";"N/D"
"00358600";"CALLE                   ";"DE LOS";"HERMANOS ROLDAN                                 ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28027";"N/D"
"00358700";"CALLE                   ";"DE LOS";"HERMANOS RUIZ                                   ";"impar";"NUM";"000001";"  ";"009999";"  ";"28007";"N/D"
"00358700";"CALLE                   ";"DE LOS";"HERMANOS RUIZ                                   ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28007";"N/D"
"00359000";"TRAVESIA                ";"DE LOS";"HERMANOS TERCERO                                ";"impar";"NUM";"000001";"  ";"009999";"  ";"28016";"N/D"
"00359000";"TRAVESIA                ";"DE LOS";"HERMANOS TERCERO                                ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28016";"N/D"
"00359200";"CALLE                   ";"DE LOS";"HERMANOS TRUEBA                                 ";"impar";"NUM";"000001";"  ";"009999";"  ";"28018";"N/D"
"00359200";"CALLE                   ";"DE LOS";"HERMANOS TRUEBA                                 ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28018";"N/D"
"00359300";"CALLE                   ";"DE    ";"HERMENEGILDA MARTINEZ                           ";"impar";"NUM";"000001";"  ";"009999";"  ";"28002";"N/D"
"00359300";"CALLE                   ";"DE    ";"HERMENEGILDA MARTINEZ                           ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28002";"N/D"
"00359400";"CALLE                   ";"DE    ";"HERMENEGILDO BIELSA                             ";"impar";"NUM";"000001";"  ";"000013";"  ";"28026";"N/D"
"00359400";"CALLE                   ";"DE    ";"HERMENEGILDO BIELSA                             ";"impar";"NUM";"000015";"  ";"009999";"  ";"28026";"N/D"
"00359400";"CALLE                   ";"DE    ";"HERMENEGILDO BIELSA                             ";"par  ";"NUM";"000002";"  ";"000014";"  ";"28026";"N/D"
"00359400";"CALLE                   ";"DE    ";"HERMENEGILDO BIELSA                             ";"par  ";"NUM";"000016";"  ";"000034";"  ";"28026";"N/D"
"00359400";"CALLE                   ";"DE    ";"HERMENEGILDO BIELSA                             ";"par  ";"NUM";"000036";"  ";"009998";"  ";"28026";"N/D"
"00359800";"CALLE                   ";"DE    ";"HERMINIO PUERTAS                                ";"impar";"NUM";"000001";"  ";"000039";"  ";"28011";"N/D"
"00359800";"CALLE                   ";"DE    ";"HERMINIO PUERTAS                                ";"impar";"NUM";"000041";"  ";"009999";"  ";"28011";"N/D"
"00359800";"CALLE                   ";"DE    ";"HERMINIO PUERTAS                                ";"par  ";"NUM";"000002";"  ";"000054";"  ";"28011";"N/D"
"00359800";"CALLE                   ";"DE    ";"HERMINIO PUERTAS                                ";"par  ";"NUM";"000056";"  ";"009998";"  ";"28011";"N/D"
"00360000";"CALLE                   ";"DE    ";"HERMOSILLA                                      ";"impar";"NUM";"000001";"  ";"000053";"  ";"28001";"N/D"
"00360000";"CALLE                   ";"DE    ";"HERMOSILLA                                      ";"impar";"NUM";"000055";"  ";"000061";"  ";"28001";"N/D"
"00360000";"CALLE                   ";"DE    ";"HERMOSILLA                                      ";"impar";"NUM";"000063";"  ";"000093";"  ";"28001";"N/D"
"00360000";"CALLE                   ";"DE    ";"HERMOSILLA                                      ";"impar";"NUM";"000095";"  ";"000101";"  ";"28006";"N/D"
"00360000";"CALLE                   ";"DE    ";"HERMOSILLA                                      ";"impar";"NUM";"000103";"  ";"000103";"  ";"28009";"N/D"
"00360000";"CALLE                   ";"DE    ";"HERMOSILLA                                      ";"impar";"NUM";"000105";"  ";"000123";"  ";"28009";"N/D"
"00360000";"CALLE                   ";"DE    ";"HERMOSILLA                                      ";"impar";"NUM";"000125";"  ";"000137";"  ";"28009";"N/D"
"00360000";"CALLE                   ";"DE    ";"HERMOSILLA                                      ";"impar";"NUM";"000139";"  ";"000151";"  ";"28028";"N/D"
"00360000";"CALLE                   ";"DE    ";"HERMOSILLA                                      ";"impar";"NUM";"000153";"  ";"009999";"  ";"28028";"N/D"
"00360000";"CALLE                   ";"DE    ";"HERMOSILLA                                      ";"par  ";"NUM";"000002";"  ";"000050";"  ";"28001";"N/D"
"00360000";"CALLE                   ";"DE    ";"HERMOSILLA                                      ";"par  ";"NUM";"000052";"  ";"000060";"  ";"28001";"N/D"
"00360000";"CALLE                   ";"DE    ";"HERMOSILLA                                      ";"par  ";"NUM";"000062";"  ";"000088";"  ";"28001";"N/D"
"00360000";"CALLE                   ";"DE    ";"HERMOSILLA                                      ";"par  ";"NUM";"000090";"  ";"000094";"  ";"28006";"N/D"
"00360000";"CALLE                   ";"DE    ";"HERMOSILLA                                      ";"par  ";"NUM";"000096";"  ";"000110";"  ";"28009";"N/D"
"00360000";"CALLE                   ";"DE    ";"HERMOSILLA                                      ";"par  ";"NUM";"000112";"  ";"000122";"  ";"28009";"N/D"
"00360000";"CALLE                   ";"DE    ";"HERMOSILLA                                      ";"par  ";"NUM";"000124";"  ";"000134";"  ";"28028";"N/D"
"00360000";"CALLE                   ";"DE    ";"HERMOSILLA                                      ";"par  ";"NUM";"000136";"  ";"009998";"  ";"28028";"N/D"
"00360100";"CALLE                   ";"DE    ";"HERNAN CORTES                                   ";"impar";"NUM";"000001";"  ";"009999";"  ";"28004";"N/D"
"00360100";"CALLE                   ";"DE    ";"HERNAN CORTES                                   ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28004";"N/D"
"00360200";"CALLE                   ";"DE    ";"HERNANDEZ IGLESIAS                              ";"impar";"NUM";"000001";"  ";"009999";"  ";"28027";"N/D"
"00360200";"CALLE                   ";"DE    ";"HERNANDEZ IGLESIAS                              ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28027";"N/D"
"00360300";"CALLE                   ";"DE    ";"HERNANDEZ MAS                                   ";"impar";"NUM";"000001";"  ";"009999";"  ";"28053";"N/D"
"00360300";"CALLE                   ";"DE    ";"HERNANDEZ MAS                                   ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28053";"N/D"
"00360400";"CALLE                   ";"DE    ";"HERNANDEZ REQUENA                               ";"impar";"NUM";"000001";"  ";"009999";"  ";"28026";"N/D"
"00360400";"CALLE                   ";"DE    ";"HERNANDEZ REQUENA                               ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28026";"N/D"
"00360500";"CALLE                   ";"DE    ";"HERNANDEZ RUBIN                                 ";"impar";"NUM";"000001";"  ";"009999";"  ";"28043";"N/D"
"00360500";"CALLE                   ";"DE    ";"HERNANDEZ RUBIN                                 ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28043";"N/D"
"00360600";"CALLE                   ";"DE    ";"HERNANDEZ DE TEJADA                             ";"impar";"NUM";"000001";"  ";"009999";"  ";"28027";"N/D"
"00360600";"CALLE                   ";"DE    ";"HERNANDEZ DE TEJADA                             ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28027";"N/D"
"00360700";"CALLE                   ";"DE    ";"HERNANI                                         ";"impar";"NUM";"000001";"  ";"000055";"  ";"28020";"N/D"
"00360700";"CALLE                   ";"DE    ";"HERNANI                                         ";"impar";"NUM";"000057";"  ";"009999";"  ";"28020";"N/D"
"00360700";"CALLE                   ";"DE    ";"HERNANI                                         ";"par  ";"NUM";"000002";"  ";"000052";"  ";"28020";"N/D"
"00360700";"CALLE                   ";"DE    ";"HERNANI                                         ";"par  ";"NUM";"000054";"  ";"009998";"  ";"28020";"N/D"
"00360800";"CALLE                   ";"DE LA ";"FILOSOFA SIMONE WEIL                            ";"impar";"NUM";"000001";"  ";"009999";"  ";"28038";"N/D"
"00360800";"CALLE                   ";"DE LA ";"FILOSOFA SIMONE WEIL                            ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28038";"N/D"
"00361100";"CALLE                   ";"DEL   ";"HEROISMO                                        ";"impar";"NUM";"000001";"  ";"009999";"  ";"28048";"N/D"
"00361100";"CALLE                   ";"DEL   ";"HEROISMO                                        ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28048";"N/D"
"00361200";"PLAZA                   ";"DE LOS";"HERRADORES                                      ";"impar";"NUM";"000001";"  ";"009999";"  ";"28013";"N/D"
"00361200";"PLAZA                   ";"DE LOS";"HERRADORES                                      ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28013";"N/D"
"00361300";"PLAZUELA                ";"DE LA ";"HERRAMIENTA                                     ";"impar";"NUM";"000001";"  ";"009999";"  ";"28037";"N/D"
"00361300";"PLAZUELA                ";"DE LA ";"HERRAMIENTA                                     ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28037";"N/D"
"00361400";"CALLE                   ";"DE    ";"HERRERA                                         ";"impar";"NUM";"000001";"  ";"009999";"  ";"28029";"N/D"
"00361400";"CALLE                   ";"DE    ";"HERRERA                                         ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28029";"N/D"
"00361500";"TRAVESIA                ";"DE    ";"HERRERA                                         ";"impar";"NUM";"000001";"  ";"009999";"  ";"28029";"N/D"
"00361500";"TRAVESIA                ";"DE    ";"HERRERA                                         ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28029";"N/D"
"00361600";"CALLE                   ";"DE LA ";"HERRERIA                                        ";"impar";"NUM";"000001";"  ";"009999";"  ";"28037";"N/D"
"00361600";"CALLE                   ";"DE LA ";"HERRERIA                                        ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28037";"N/D"
"00361700";"CALLE                   ";"DE    ";"HERREROS DE TEJADA                              ";"impar";"NUM";"000001";"  ";"009999";"  ";"28016";"N/D"
"00361700";"CALLE                   ";"DE    ";"HERREROS DE TEJADA                              ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28016";"N/D"
"00361800";"CALLE                   ";"DE    ";"HERVAS                                          ";"impar";"NUM";"000001";"  ";"009999";"  ";"28011";"N/D"
"00361800";"CALLE                   ";"DE    ";"HERVAS                                          ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28011";"N/D"
"00361875";"CALLE                   ";"DE LA ";"HIDRA                                           ";"impar";"NUM";"000001";"  ";"009999";"  ";"28023";"N/D"
"00361875";"CALLE                   ";"DE LA ";"HIDRA                                           ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28023";"N/D"
"00361900";"CALLE                   ";"DE LOS";"HIDRATOS                                        ";"impar";"NUM";"000001";"  ";"009999";"  ";"28021";"N/D"
"00361900";"CALLE                   ";"DE LOS";"HIDRATOS                                        ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28021";"N/D"
"00361940";"CALLE                   ";"DEL   ";"FERROCARRIL DEL TAJUÑA                          ";"impar";"NUM";"000001";"  ";"009999";"  ";"28052";"N/D"
"00361940";"CALLE                   ";"DEL   ";"FERROCARRIL DEL TAJUÑA                          ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28052";"N/D"
"00362000";"PLAZA                   ";"DEL   ";"HIDROGENO                                       ";"impar";"NUM";"000001";"  ";"000003";"  ";"28026";"N/D"
"00362000";"PLAZA                   ";"DEL   ";"HIDROGENO                                       ";"impar";"NUM";"000005";"  ";"009999";"  ";"28026";"N/D"
"00362000";"PLAZA                   ";"DEL   ";"HIDROGENO                                       ";"par  ";"NUM";"000002";"  ";"000004";"  ";"28026";"N/D"
"00362000";"PLAZA                   ";"DEL   ";"HIDROGENO                                       ";"par  ";"NUM";"000006";"  ";"009998";"  ";"28026";"N/D"
"00362100";"CALLE                   ";"DE LA ";"HIEDRA                                          ";"impar";"NUM";"000001";"  ";"009999";"  ";"28036";"N/D"
"00362100";"CALLE                   ";"DE LA ";"HIEDRA                                          ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28036";"N/D"
"00362200";"CALLE                   ";"DE    ";"HIENDELAENCINA                                  ";"impar";"NUM";"000001";"  ";"009999";"  ";"28023";"N/D"
"00362200";"CALLE                   ";"DE    ";"HIENDELAENCINA                                  ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28023";"N/D"
"00362300";"CALLE                   ";"DE LA ";"HIERBABUENA                                     ";"impar";"NUM";"000001";"  ";"000021";"  ";"28039";"N/D"
"00362300";"CALLE                   ";"DE LA ";"HIERBABUENA                                     ";"impar";"NUM";"000023";"  ";"000045";"  ";"28039";"N/D"
"00362300";"CALLE                   ";"DE LA ";"HIERBABUENA                                     ";"impar";"NUM";"000047";"  ";"009999";"  ";"28039";"N/D"
"00362300";"CALLE                   ";"DE LA ";"HIERBABUENA                                     ";"par  ";"NUM";"000002";"  ";"000018";"  ";"28039";"N/D"
"00362300";"CALLE                   ";"DE LA ";"HIERBABUENA                                     ";"par  ";"NUM";"000020";"  ";"000032";"  ";"28039";"N/D"
"00362300";"CALLE                   ";"DE LA ";"HIERBABUENA                                     ";"par  ";"NUM";"000034";"  ";"009998";"  ";"28039";"N/D"
