"Codigo de via";"Clase de la via";"Particula de la via";"Nombre de la via";"Tipo de tramo ";"Nombre de la aproximacion";"Numero inicial del tramo";"Calificador del numero inicial del tramo";"Numero final del tramo";"Calificador del numero final del tramo";"Codigo postal";"Seccion de carteria"
"00033350";"CALLE                   ";"DE    ";"ALMOGIA                                         ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28018";"N/D"
"00033500";"CALLE                   ";"DE    ";"ALMONACID                                       ";"impar";"NUM";"000001";"  ";"009999";"  ";"28038";"N/D"
"00033500";"CALLE                   ";"DE    ";"ALMONACID                                       ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28038";"N/D"
"00033600";"CALLE                   ";"DE    ";"ALMORADI                                        ";"impar";"NUM";"000001";"  ";"009999";"  ";"28025";"N/D"
"00033600";"CALLE                   ";"DE    ";"ALMORADI                                        ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28025";"N/D"
"00033700";"CALLE                   ";"DE    ";"ALMOROX                                         ";"impar";"NUM";"000001";"  ";"009999";"  ";"28039";"N/D"
"00033700";"CALLE                   ";"DE    ";"ALMOROX                                         ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28039";"N/D"
"00033800";"CALLE                   ";"DE LAS";"ALMORTAS                                        ";"impar";"NUM";"000001";"  ";"009999";"  ";"28039";"N/D"
"00033800";"CALLE                   ";"DE LAS";"ALMORTAS                                        ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28039";"N/D"
"00034100";"CALLE                   ";"DE LA ";"ALMUDENA                                        ";"impar";"NUM";"000001";"  ";"009999";"  ";"28013";"N/D"
"00034100";"CALLE                   ";"DE LA ";"ALMUDENA                                        ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28013";"N/D"
"00034200";"PLAZA                   ";"DE    ";"LA ALMUNIA                                      ";"impar";"NUM";"000001";"  ";"009999";"  ";"28047";"N/D"
"00034200";"PLAZA                   ";"DE    ";"LA ALMUNIA                                      ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28047";"N/D"
"00034300";"PLAZA                   ";"DE    ";"ALMUÑECAR                                       ";"impar";"NUM";"000001";"  ";"009999";"  ";"28008";"N/D"
"00034300";"PLAZA                   ";"DE    ";"ALMUÑECAR                                       ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28008";"N/D"
"00034400";"CALLE                   ";"DE    ";"ALMURADIEL                                      ";"impar";"NUM";"000001";"  ";"009999";"  ";"28053";"N/D"
"00034400";"CALLE                   ";"DE    ";"ALMURADIEL                                      ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28053";"N/D"
"00034500";"CALLE                   ";"DE LA ";"ALONDRA                                         ";"impar";"NUM";"000001";"  ";"000017";"  ";"28025";"N/D"
"00034500";"CALLE                   ";"DE LA ";"ALONDRA                                         ";"impar";"NUM";"000019";"  ";"009999";"  ";"28025";"N/D"
"00034500";"CALLE                   ";"DE LA ";"ALONDRA                                         ";"par  ";"NUM";"000002";"  ";"000020";"  ";"28025";"N/D"
"00034500";"CALLE                   ";"DE LA ";"ALONDRA                                         ";"par  ";"NUM";"000022";"  ";"009998";"  ";"28025";"N/D"
"00034600";"CALLE                   ";"DE    ";"ALONSO DEL BARCO                                ";"impar";"NUM";"000001";"  ";"009999";"  ";"28012";"N/D"
"00034600";"CALLE                   ";"DE    ";"ALONSO DEL BARCO                                ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28012";"N/D"
"00034700";"CALLE                   ";"DE    ";"ALONSO CANO                                     ";"impar";"NUM";"000001";"  ";"000009";"  ";"28010";"N/D"
"00034700";"CALLE                   ";"DE    ";"ALONSO CANO                                     ";"impar";"NUM";"000011";"  ";"000031";"  ";"28010";"N/D"
"00034700";"CALLE                   ";"DE    ";"ALONSO CANO                                     ";"impar";"NUM";"000033";"  ";"000093";"  ";"28003";"N/D"
"00034700";"CALLE                   ";"DE    ";"ALONSO CANO                                     ";"impar";"NUM";"000095";"  ";"009999";"  ";"28003";"N/D"
"00034700";"CALLE                   ";"DE    ";"ALONSO CANO                                     ";"par  ";"NUM";"000002";"  ";"000008";"  ";"28010";"N/D"
"00034700";"CALLE                   ";"DE    ";"ALONSO CANO                                     ";"par  ";"NUM";"000010";"  ";"000016";"  ";"28010";"N/D"
"00034700";"CALLE                   ";"DE    ";"ALONSO CANO                                     ";"par  ";"NUM";"000018";"  ";"000078";"  ";"28003";"N/D"
"00034700";"CALLE                   ";"DE    ";"ALONSO CANO                                     ";"par  ";"NUM";"000080";"  ";"009998";"  ";"28003";"N/D"
"00034800";"CALLE                   ";"DE    ";"ALONSO CARBONELL                                ";"impar";"NUM";"000001";"  ";"009999";"  ";"28045";"N/D"
"00034800";"CALLE                   ";"DE    ";"ALONSO CARBONELL                                ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28045";"N/D"
"00034850";"PASAJE                  ";"DE    ";"ALONSO CARBONELL                                ";"impar";"NUM";"000001";"  ";"009999";"  ";"28045";"N/D"
"00034850";"PASAJE                  ";"DE    ";"ALONSO CARBONELL                                ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28045";"N/D"
"00035000";"CALLE                   ";"DE    ";"ALONSO CASTRILLO                                ";"impar";"NUM";"000001";"  ";"009999";"  ";"28020";"N/D"
"00035000";"CALLE                   ";"DE    ";"ALONSO CASTRILLO                                ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28020";"N/D"
"00035100";"CALLE                   ";"DE    ";"ALONSO FERNANDEZ                                ";"impar";"NUM";"000001";"  ";"009999";"  ";"28011";"N/D"
"00035100";"CALLE                   ";"DE    ";"ALONSO FERNANDEZ                                ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28011";"N/D"
"00035200";"CALLE                   ";"DE    ";"ALONSO HEREDIA                                  ";"impar";"NUM";"000001";"  ";"000025";"  ";"28028";"N/D"
"00035200";"CALLE                   ";"DE    ";"ALONSO HEREDIA                                  ";"impar";"NUM";"000027";"  ";"009999";"  ";"28028";"N/D"
"00035200";"CALLE                   ";"DE    ";"ALONSO HEREDIA                                  ";"par  ";"NUM";"000002";"  ";"000028";"  ";"28028";"N/D"
"00035200";"CALLE                   ";"DE    ";"ALONSO HEREDIA                                  ";"par  ";"NUM";"000030";"  ";"009998";"  ";"28028";"N/D"
"00035300";"PLAZA                   ";"DE    ";"ALONSO MARTINEZ                                 ";"impar";"NUM";"000001";"  ";"009999";"  ";"28004";"N/D"
"00035300";"PLAZA                   ";"DE    ";"ALONSO MARTINEZ                                 ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28004";"N/D"
"00035400";"CALLE                   ";"DE    ";"ALONSO MARTOS                                   ";"impar";"NUM";"000001";"  ";"009999";"  ";"28045";"N/D"
"00035400";"CALLE                   ";"DE    ";"ALONSO MARTOS                                   ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28045";"N/D"
"00035500";"CALLE                   ";"DE    ";"ALONSO NUÑEZ                                    ";"impar";"NUM";"000001";"  ";"000009";"  ";"28039";"N/D"
"00035500";"CALLE                   ";"DE    ";"ALONSO NUÑEZ                                    ";"impar";"NUM";"000011";"  ";"009999";"  ";"28039";"N/D"
"00035500";"CALLE                   ";"DE    ";"ALONSO NUÑEZ                                    ";"par  ";"NUM";"000002";"  ";"000012";"  ";"28039";"N/D"
"00035500";"CALLE                   ";"DE    ";"ALONSO NUÑEZ                                    ";"par  ";"NUM";"000014";"  ";"009998";"  ";"28039";"N/D"
"00035600";"CALLE                   ";"DE    ";"ALONSO QUIJANO                                  ";"impar";"NUM";"000001";"  ";"000055";"  ";"28034";"N/D"
"00035600";"CALLE                   ";"DE    ";"ALONSO QUIJANO                                  ";"impar";"NUM";"000057";"  ";"009999";"  ";"28034";"N/D"
"00035600";"CALLE                   ";"DE    ";"ALONSO QUIJANO                                  ";"par  ";"NUM";"000002";"  ";"000038";"  ";"28034";"N/D"
"00035600";"CALLE                   ";"DE    ";"ALONSO QUIJANO                                  ";"par  ";"NUM";"000040";"  ";"009998";"  ";"28034";"N/D"
"00035700";"CALLE                   ";"DE    ";"ALONSO SAAVEDRA                                 ";"impar";"NUM";"000001";"  ";"000015";"  ";"28033";"N/D"
"00035700";"CALLE                   ";"DE    ";"ALONSO SAAVEDRA                                 ";"impar";"NUM";"000017";"  ";"009999";"  ";"28033";"N/D"
"00035700";"CALLE                   ";"DE    ";"ALONSO SAAVEDRA                                 ";"par  ";"NUM";"000002";"  ";"000030";"  ";"28033";"N/D"
"00035700";"CALLE                   ";"DE    ";"ALONSO SAAVEDRA                                 ";"par  ";"NUM";"000032";"  ";"009998";"  ";"28033";"N/D"
"00035750";"PLAZA                   ";"DE    ";"ALOSNO                                          ";"impar";"NUM";"000001";"  ";"009999";"  ";"28032";"N/D"
"00035750";"PLAZA                   ";"DE    ";"ALOSNO                                          ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28032";"N/D"
"00035800";"CALLE                   ";"DE    ";"ALORA                                           ";"impar";"NUM";"000001";"  ";"009999";"  ";"28018";"N/D"
"00035800";"CALLE                   ";"DE    ";"ALORA                                           ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28018";"N/D"
"00036000";"CALLE                   ";"DE    ";"ALOZAINA                                        ";"impar";"NUM";"000001";"  ";"009999";"  ";"28041";"N/D"
"00036000";"CALLE                   ";"DE    ";"ALOZAINA                                        ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28041";"N/D"
"00036300";"CALLE                   ";"DE    ";"ALPEDRETE                                       ";"impar";"NUM";"000001";"  ";"009999";"  ";"28045";"N/D"
"00036300";"CALLE                   ";"DE    ";"ALPEDRETE                                       ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28045";"N/D"
"00036400";"CALLE                   ";"DE LA ";"ALQUIMIA                                        ";"impar";"NUM";"000001";"  ";"009999";"  ";"28037";"N/D"
"00036400";"CALLE                   ";"DE LA ";"ALQUIMIA                                        ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28037";"N/D"
"00036500";"CALLE                   ";"DE    ";"ALSASUA                                         ";"impar";"NUM";"000001";"  ";"009999";"  ";"28023";"N/D"
"00036500";"CALLE                   ";"DE    ";"ALSASUA                                         ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28023";"N/D"
"00036775";"CALLE                   ";"DE    ";"ALTAIR                                          ";"impar";"NUM";"000001";"  ";"009999";"  ";"28023";"N/D"
"00036775";"CALLE                   ";"DE    ";"ALTAIR                                          ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28023";"N/D"
"00036800";"CALLE                   ";"DE    ";"ALTAMIRA                                        ";"impar";"NUM";"000001";"  ";"009999";"  ";"28017";"N/D"
"00036800";"CALLE                   ";"DE    ";"ALTAMIRA                                        ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28017";"N/D"
"00037000";"CALLE                   ";"DE    ";"ALTAMIRANO                                      ";"impar";"NUM";"000001";"  ";"009999";"  ";"28008";"N/D"
"00037000";"CALLE                   ";"DE    ";"ALTAMIRANO                                      ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28008";"N/D"
"00037100";"CALLE                   ";"DE    ";"ALTEA                                           ";"impar";"NUM";"000001";"  ";"009999";"  ";"28039";"N/D"
"00037100";"CALLE                   ";"DE    ";"ALTEA                                           ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28039";"N/D"
"00037575";"CALLE                   ";"DEL   ";"ALTO DEL LEON                                   ";"impar";"NUM";"000001";"  ";"000007";"  ";"28038";"N/D"
"00037575";"CALLE                   ";"DEL   ";"ALTO DEL LEON                                   ";"impar";"NUM";"000009";"  ";"009999";"  ";"28038";"N/D"
"00037575";"CALLE                   ";"DEL   ";"ALTO DEL LEON                                   ";"par  ";"NUM";"000002";"  ";"000006";"  ";"28038";"N/D"
"00037575";"CALLE                   ";"DEL   ";"ALTO DEL LEON                                   ";"par  ";"NUM";"000008";"  ";"009998";"  ";"28038";"N/D"
"00037700";"CALLE                   ";"DE LOS";"ALTOS DE CABREJAS                               ";"impar";"NUM";"000001";"  ";"009999";"  ";"28038";"N/D"
"00037700";"CALLE                   ";"DE LOS";"ALTOS DE CABREJAS                               ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28038";"N/D"
"00037750";"CALLE                   ";"DE LOS";"ALTOS DE LILLO                                  ";"impar";"NUM";"000001";"  ";"009999";"  ";"28031";"N/D"
"00037750";"CALLE                   ";"DE LOS";"ALTOS DE LILLO                                  ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28031";"N/D"
"00037800";"CALLE                   ";"DE LOS";"ALTOS DE SACERUELA                              ";"impar";"NUM";"000001";"  ";"009999";"  ";"28031";"N/D"
"00037800";"CALLE                   ";"DE LOS";"ALTOS DE SACERUELA                              ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28031";"N/D"
"00037900";"CALLE                   ";"DEL   ";"ALTOZANO                                        ";"impar";"NUM";"000001";"  ";"009999";"  ";"28023";"N/D"
"00037900";"CALLE                   ";"DEL   ";"ALTOZANO                                        ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28023";"N/D"
"00038000";"CALLE                   ";"DE    ";"ALUCAS                                          ";"impar";"NUM";"000001";"  ";"009999";"  ";"28017";"N/D"
"00038000";"CALLE                   ";"DE    ";"ALUCAS                                          ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28017";"N/D"
"00038100";"CALLE                   ";"DEL   ";"ALUMINIO                                        ";"impar";"NUM";"000001";"  ";"009999";"  ";"28021";"N/D"
"00038100";"CALLE                   ";"DEL   ";"ALUMINIO                                        ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28021";"N/D"
"00038200";"CALLE                   ";"DE    ";"ALUSTANTE                                       ";"impar";"NUM";"000001";"  ";"000003";"  ";"28002";"N/D"
"00038200";"CALLE                   ";"DE    ";"ALUSTANTE                                       ";"impar";"NUM";"000005";"  ";"009999";"  ";"28002";"N/D"
"00038200";"CALLE                   ";"DE    ";"ALUSTANTE                                       ";"par  ";"NUM";"000002";"  ";"000008";"  ";"28002";"N/D"
"00038200";"CALLE                   ";"DE    ";"ALUSTANTE                                       ";"par  ";"NUM";"000010";"  ";"009998";"  ";"28002";"N/D"
"00038300";"CALLE                   ";"DE    ";"ALVARADO                                        ";"impar";"NUM";"000001";"  ";"009999";"  ";"28039";"N/D"
"00038300";"CALLE                   ";"DE    ";"ALVARADO                                        ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28039";"N/D"
"00038400";"CALLE                   ";"DE    ";"ALVAREZ                                         ";"impar";"NUM";"000001";"  ";"009999";"  ";"28029";"N/D"
"00038400";"CALLE                   ";"DE    ";"ALVAREZ                                         ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28029";"N/D"
"00038600";"CALLE                   ";"DE    ";"ALVAREZ ABELLAN                                 ";"impar";"NUM";"000001";"  ";"000013";"  ";"28025";"N/D"
"00038600";"CALLE                   ";"DE    ";"ALVAREZ ABELLAN                                 ";"impar";"NUM";"000015";"  ";"009999";"  ";"28025";"N/D"
"00038600";"CALLE                   ";"DE    ";"ALVAREZ ABELLAN                                 ";"par  ";"NUM";"000002";"  ";"000008";"  ";"28025";"N/D"
"00038600";"CALLE                   ";"DE    ";"ALVAREZ ABELLAN                                 ";"par  ";"NUM";"000010";"  ";"009998";"  ";"28025";"N/D"
"00038800";"CALLE                   ";"DE    ";"ALVAREZ DE BAENA                                ";"impar";"NUM";"000001";"  ";"009999";"  ";"28006";"N/D"
"00038800";"CALLE                   ";"DE    ";"ALVAREZ DE BAENA                                ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28006";"N/D"
"00038900";"CALLE                   ";"DE    ";"ALVAREZ GATO                                    ";"impar";"NUM";"000001";"  ";"009999";"  ";"28012";"N/D"
"00038900";"CALLE                   ";"DE    ";"ALVAREZ GATO                                    ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28012";"N/D"
"00039000";"CALLE                   ";"DE    ";"ALVARO CABALLERO                                ";"impar";"NUM";"000001";"  ";"009999";"  ";"28023";"N/D"
"00039000";"CALLE                   ";"DE    ";"ALVARO CABALLERO                                ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28023";"N/D"
"00039200";"CALLE                   ";"DE    ";"ALZOLA                                          ";"impar";"NUM";"000001";"  ";"009999";"  ";"28041";"N/D"
"00039200";"CALLE                   ";"DE    ";"ALZOLA                                          ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28041";"N/D"
"00039500";"CALLE                   ";"DE    ";"AMADEO FERNANDEZ                                ";"impar";"NUM";"000001";"  ";"009999";"  ";"28021";"N/D"
"00039500";"CALLE                   ";"DE    ";"AMADEO FERNANDEZ                                ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28021";"N/D"
"00039600";"CALLE                   ";"DE    ";"AMADEO GOMEZ                                    ";"impar";"NUM";"000001";"  ";"009999";"  ";"28035";"N/D"
"00039600";"CALLE                   ";"DE    ";"AMADEO GOMEZ                                    ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28035";"N/D"
"00039700";"CALLE                   ";"DE    ";"AMADEO I                                        ";"impar";"NUM";"000001";"  ";"009999";"  ";"28038";"N/D"
"00039700";"CALLE                   ";"DE    ";"AMADEO I                                        ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28038";"N/D"
"00039900";"CALLE                   ";"DE    ";"AMADO NERVO                                     ";"impar";"NUM";"000001";"  ";"009999";"  ";"28007";"N/D"
"00039900";"CALLE                   ";"DE    ";"AMADO NERVO                                     ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28007";"N/D"
"00040000";"CALLE                   ";"DE    ";"AMADOR Y FERNANDO                               ";"impar";"NUM";"000001";"  ";"009999";"  ";"28040";"N/D"
"00040000";"CALLE                   ";"DE    ";"AMADOR Y FERNANDO                               ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28040";"N/D"
"00040100";"CALLE                   ";"DE    ";"AMADOR DE LOS RIOS                              ";"impar";"NUM";"000001";"  ";"009999";"  ";"28010";"N/D"
"00040100";"CALLE                   ";"DE    ";"AMADOR DE LOS RIOS                              ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28010";"N/D"
"00040200";"CALLE                   ";"DE    ";"AMADOR VALDES                                   ";"impar";"NUM";"000001";"  ";"009999";"  ";"28017";"N/D"
"00040200";"CALLE                   ";"DE    ";"AMADOR VALDES                                   ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28017";"N/D"
"00040300";"CALLE                   ";"DE    ";"AMALARICO                                       ";"impar";"NUM";"000001";"  ";"009999";"  ";"28019";"N/D"
"00040300";"CALLE                   ";"DE    ";"AMALARICO                                       ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28019";"N/D"
"00040400";"PASAJE                  ";"DE    ";"AMALARICO                                       ";"impar";"NUM";"000001";"  ";"009999";"  ";"28019";"N/D"
"00040400";"PASAJE                  ";"DE    ";"AMALARICO                                       ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28019";"N/D"
"00040500";"CALLE                   ";"DE    ";"AMALIA                                          ";"impar";"NUM";"000001";"  ";"009999";"  ";"28020";"N/D"
"00040500";"CALLE                   ";"DE    ";"AMALIA                                          ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28020";"N/D"
"00040600";"CALLE                   ";"DEL   ";"AMANECER                                        ";"impar";"NUM";"000001";"  ";"009999";"  ";"28025";"N/D"
"00040600";"CALLE                   ";"DEL   ";"AMANECER                                        ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28025";"N/D"
"00040700";"CALLE                   ";"DE    ";"AMANIEL                                         ";"impar";"NUM";"000001";"  ";"000009";"  ";"28015";"N/D"
"00040700";"CALLE                   ";"DE    ";"AMANIEL                                         ";"impar";"NUM";"000011";"  ";"009999";"  ";"28015";"N/D"
"00040700";"CALLE                   ";"DE    ";"AMANIEL                                         ";"par  ";"NUM";"000002";"  ";"000018";"  ";"28015";"N/D"
"00040700";"CALLE                   ";"DE    ";"AMANIEL                                         ";"par  ";"NUM";"000020";"  ";"009998";"  ";"28015";"N/D"
"00040900";"CALLE                   ";"DE LAS";"AMAPOLAS                                        ";"impar";"NUM";"000001";"  ";"009999";"  ";"28003";"N/D"
"00040900";"CALLE                   ";"DE LAS";"AMAPOLAS                                        ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28003";"N/D"
"00041000";"CALLE                   ";"DE    ";"AMARA                                           ";"impar";"NUM";"000001";"  ";"009999";"  ";"28027";"N/D"
"00041000";"CALLE                   ";"DE    ";"AMARA                                           ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28027";"N/D"
"00041200";"CALLE                   ";"DE LA ";"AMARGURA                                        ";"impar";"NUM";"000001";"  ";"009999";"  ";"28011";"N/D"
"00041200";"CALLE                   ";"DE LA ";"AMARGURA                                        ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28011";"N/D"
"00041400";"CALLE                   ";"DE    ";"AMAYA                                           ";"impar";"NUM";"000001";"  ";"009999";"  ";"28041";"N/D"
"00041400";"CALLE                   ";"DE    ";"AMAYA                                           ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28041";"N/D"
"00041500";"CALLE                   ";"DE LAS";"AMAZONAS                                        ";"impar";"NUM";"000001";"  ";"009999";"  ";"28005";"N/D"
"00041500";"CALLE                   ";"DE LAS";"AMAZONAS                                        ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28005";"N/D"
"00041600";"CALLE                   ";"DEL   ";"AMBAR                                           ";"impar";"NUM";"000001";"  ";"009999";"  ";"28021";"N/D"
"00041600";"CALLE                   ";"DEL   ";"AMBAR                                           ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28021";"N/D"
"00041700";"CALLE                   ";"DE    ";"AMBROS                                          ";"impar";"NUM";"000001";"  ";"009999";"  ";"28028";"N/D"
"00041700";"CALLE                   ";"DE    ";"AMBROS                                          ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28028";"N/D"
"00041800";"CALLE                   ";"      ";"AZUL                                            ";"impar";"NUM";"000001";"  ";"009999";"  ";"28050";"N/D"
"00041800";"CALLE                   ";"      ";"AZUL                                            ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28050";"N/D"
"00041900";"CALLE                   ";"DE    ";"AMBROSIO VALLEJO                                ";"impar";"NUM";"000001";"  ";"000017";"  ";"28039";"N/D"
"00041900";"CALLE                   ";"DE    ";"AMBROSIO VALLEJO                                ";"impar";"NUM";"000019";"  ";"009999";"  ";"28039";"N/D"
"00041900";"CALLE                   ";"DE    ";"AMBROSIO VALLEJO                                ";"par  ";"NUM";"000002";"  ";"000018";"  ";"28039";"N/D"
"00041900";"CALLE                   ";"DE    ";"AMBROSIO VALLEJO                                ";"par  ";"NUM";"000020";"  ";"009998";"  ";"28039";"N/D"
"00042000";"CALLE                   ";"DE    ";"AMBROZ                                          ";"impar";"NUM";"000001";"  ";"000007";"  ";"28032";"N/D"
"00042000";"CALLE                   ";"DE    ";"AMBROZ                                          ";"impar";"NUM";"000009";"  ";"009999";"  ";"28032";"N/D"
"00042000";"CALLE                   ";"DE    ";"AMBROZ                                          ";"par  ";"NUM";"000002";"  ";"000002";"  ";"28032";"N/D"
"00042000";"CALLE                   ";"DE    ";"AMBROZ                                          ";"par  ";"NUM";"000004";"  ";"009998";"  ";"28032";"N/D"
"00042010";"CAMINO                  ";"DE    ";"AMBROZ A COSLADA                                ";"impar";"NUM";"000001";"  ";"009999";"  ";"28022";"N/D"
"00042010";"CAMINO                  ";"DE    ";"AMBROZ A COSLADA                                ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28022";"N/D"
"00042050";"CAMINO                  ";"DE    ";"AMBROZ                                          ";"impar";"NUM";"000001";"  ";"009999";"  ";"28022";"N/D"
"00042050";"CAMINO                  ";"DE    ";"AMBROZ                                          ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28022";"N/D"
"00042100";"TRAVESIA                ";"DE    ";"AMBROZ                                          ";"impar";"NUM";"000001";"  ";"009999";"  ";"28032";"N/D"
"00042100";"TRAVESIA                ";"DE    ";"AMBROZ                                          ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28032";"N/D"
"00042200";"CALLE                   ";"DE    ";"AMALIA MARCOS                                   ";"impar";"NUM";"000001";"  ";"009999";"  ";"28031";"N/D"
"00042200";"CALLE                   ";"DE    ";"AMALIA MARCOS                                   ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28031";"N/D"
"00042300";"TRAVESIA                ";"DE    ";"AMALIA MARCOS                                   ";"impar";"NUM";"000001";"  ";"009999";"  ";"28031";"N/D"
"00042300";"TRAVESIA                ";"DE    ";"AMALIA MARCOS                                   ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28031";"N/D"
"00042400";"CALLE                   ";"DE    ";"MANUEL MUIÑO ARROYO                             ";"impar";"NUM";"000001";"  ";"009999";"  ";"28011";"N/D"
"00042400";"CALLE                   ";"DE    ";"MANUEL MUIÑO ARROYO                             ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28011";"N/D"
"00042500";"AVENIDA                 ";"DE    ";"AMERICA                                         ";"impar";"NUM";"000001";"  ";"000035";"  ";"28002";"N/D"
"00042500";"AVENIDA                 ";"DE    ";"AMERICA                                         ";"impar";"NUM";"000037";"  ";"000055";"  ";"28002";"N/D"
"00042500";"AVENIDA                 ";"DE    ";"AMERICA                                         ";"impar";"NUM";"000057";"  ";"000065";"  ";"28002";"N/D"
"00042500";"AVENIDA                 ";"DE    ";"AMERICA                                         ";"impar";"NUM";"000067";"  ";"000119";"  ";"28042";"N/D"
"00042500";"AVENIDA                 ";"DE    ";"AMERICA                                         ";"impar";"NUM";"000121";"  ";"009999";"  ";"28042";"N/D"
"00042500";"AVENIDA                 ";"DE    ";"AMERICA                                         ";"par  ";"NUM";"000002";"  ";"000036";"  ";"28028";"N/D"
"00042500";"AVENIDA                 ";"DE    ";"AMERICA                                         ";"par  ";"NUM";"000038";"  ";"009998";"  ";"28028";"N/D"
"00042600";"PLAZA                   ";"DE    ";"AMERICA ESPAÑOLA                                ";"impar";"NUM";"000001";"  ";"009999";"  ";"28028";"N/D"
"00042600";"PLAZA                   ";"DE    ";"AMERICA ESPAÑOLA                                ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28028";"N/D"
"00042750";"CALLE                   ";"DE LA ";"AMISTAD                                         ";"impar";"NUM";"000001";"  ";"009999";"  ";"28025";"N/D"
"00042750";"CALLE                   ";"DE LA ";"AMISTAD                                         ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28025";"N/D"
"00042800";"CALLE                   ";"DE LA ";"AMNISTIA                                        ";"impar";"NUM";"000001";"  ";"009999";"  ";"28013";"N/D"
"00042800";"CALLE                   ";"DE LA ";"AMNISTIA                                        ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28013";"N/D"
"00042900";"CALLE                   ";"DEL   ";"AMOR DE DIOS                                    ";"impar";"NUM";"000001";"  ";"009999";"  ";"28014";"N/D"
"00042900";"CALLE                   ";"DEL   ";"AMOR DE DIOS                                    ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28014";"N/D"
"00043000";"CALLE                   ";"DEL   ";"AMOR HERMOSO                                    ";"impar";"NUM";"000001";"  ";"000023";"  ";"28026";"N/D"
"00043000";"CALLE                   ";"DEL   ";"AMOR HERMOSO                                    ";"impar";"NUM";"000025";"  ";"000067";"  ";"28026";"N/D"
"00043000";"CALLE                   ";"DEL   ";"AMOR HERMOSO                                    ";"impar";"NUM";"000069";"  ";"009999";"  ";"28026";"N/D"
"00043000";"CALLE                   ";"DEL   ";"AMOR HERMOSO                                    ";"par  ";"NUM";"000002";"  ";"000026";"  ";"28026";"N/D"
"00043000";"CALLE                   ";"DEL   ";"AMOR HERMOSO                                    ";"par  ";"NUM";"000028";"  ";"000072";"  ";"28026";"N/D"
